,order_id,postal_code,cost_price,quantity,order_date,ship_mode,segment,country,city,state,region,category,sub_category,product_id,discount,sale_price,profit
18,19,94109,10,2,2022-01-23,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,OFF-AR-10003056,0.3484123009115496,9.65158769908845,-0.3484123009115496
19,20,94109,170,3,2022-01-11,Second Class,Consumer,United States,San Francisco,California,West,Technology,Phones,TEC-PH-10001949,6.3,203.7,33.69999999999999
20,21,94109,20,4,2022-10-05,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,OFF-BI-10002215,0.4,19.6,-0.3999999999999986
21,22,68025,20,7,2023-07-16,Standard Class,Corporate,United States,Fremont,Nebraska,Central,Office Supplies,Art,OFF-AR-10000246,0.8,19.2,-0.8000000000000007
22,23,68025,50,7,2023-05-06,Standard Class,Corporate,United States,Fremont,Nebraska,Central,Office Supplies,Appliances,OFF-AP-10001492,1.8,58.2,8.200000000000003
23,24,19140,60,2,2023-05-21,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,FUR-CH-10002774,2.8000000000000003,67.2,7.200000000000003
24,25,84057,900,3,2023-02-24,Standard Class,Consumer,United States,Orem,Utah,West,Furniture,Tables,FUR-TA-10000577,36.23487929480116,1003.7651207051988,103.7651207051988
25,26,90049,10,2,2022-06-20,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,OFF-BI-10001634,0.5,9.5,-0.5
26,27,90049,80,3,2022-02-08,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,TEC-AC-10003027,2.7,87.3,7.299999999999997
27,28,19140,2740,7,2023-12-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,FUR-BO-10004834,92.4,2987.6,247.5999999999999
28,29,19140,10,2,2022-08-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,OFF-BI-10000474,0.5,9.5,-0.5
29,30,19140,100,3,2022-08-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10004848,4.8,115.2,15.200000000000003
30,31,19140,0,2,2022-11-20,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,OFF-EN-10001509,0.0,0.0,0.0
31,32,19140,70,6,2023-01-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10004042,3.6,86.4,16.400000000000006
32,33,19140,10,6,2023-01-30,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,OFF-BI-10001525,0.5,9.5,-0.5
33,34,19140,20,2,2022-06-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10001683,0.8,19.2,-0.8000000000000007
34,35,77095,30,3,2022-09-28,Second Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Paper,OFF-PA-10000249,0.9,29.1,-0.8999999999999986
35,36,75080,1020,7,2022-10-30,First Class,Corporate,United States,Richardson,Texas,Central,Technology,Phones,TEC-PH-10004977,55.0,1045.0,25.0
36,37,75080,180,5,2023-07-27,First Class,Corporate,United States,Richardson,Texas,Central,Furniture,Furnishings,FUR-FU-10003664,7.6000000000000005,182.4,2.4000000000000057
37,38,77041,90,9,2023-03-07,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Envelopes,OFF-EN-10002986,2.2,107.8,17.799999999999997
38,39,77041,460,3,2023-08-18,Standard Class,Home Office,United States,Houston,Texas,Central,Furniture,Bookcases,FUR-BO-10002545,10.6,519.4,59.39999999999998
39,40,77041,200,3,2022-01-20,Standard Class,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,FUR-CH-10004218,4.2,205.8,5.800000000000011
40,41,77041,350,4,2023-06-29,Standard Class,Home Office,United States,Houston,Texas,Central,Technology,Phones,TEC-PH-10000486,18.5,351.5,1.5
41,42,60540,140,4,2022-06-28,Standard Class,Corporate,United States,Naperville,Illinois,Central,Technology,Phones,TEC-PH-10004093,4.5,145.5,5.5
42,43,90049,70,2,2023-02-09,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,OFF-ST-10003479,4.0,76.0,6.0
43,44,32935,90,2,2023-09-18,Standard Class,Corporate,United States,Melbourne,Florida,South,Office Supplies,Storage,OFF-ST-10003282,4.0,96.0,6.0
44,45,55122,40,2,2022-11-11,First Class,Corporate,United States,Eagan,Minnesota,Central,Technology,Accessories,TEC-AC-10000171,1.0,49.0,9.0
45,46,55122,20,2,2022-05-27,First Class,Corporate,United States,Eagan,Minnesota,Central,Office Supplies,Binders,OFF-BI-10003291,1.0,19.0,-1.0
46,47,48185,180,4,2023-02-03,Second Class,Consumer,United States,Westland,Michigan,Central,Office Supplies,Storage,OFF-ST-10001713,8.4,201.6,21.599999999999994
47,48,19901,50,3,2022-02-16,Standard Class,Consumer,United States,Dover,Delaware,East,Technology,Accessories,TEC-AC-10002167,2.5,47.5,-2.5
48,49,19901,20,2,2022-05-06,Standard Class,Consumer,United States,Dover,Delaware,East,Technology,Phones,TEC-PH-10003988,0.8,19.2,-0.8000000000000007
49,50,47150,30,6,2023-06-18,Standard Class,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Binders,OFF-BI-10004410,1.6,38.4,8.399999999999999
50,51,47150,70,6,2022-01-11,Standard Class,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Labels,OFF-LA-10002762,3.2,76.8,6.799999999999997
51,52,47150,10,2,2023-09-09,Standard Class,Consumer,United States,New Albany,Indiana,Central,Furniture,Furnishings,FUR-FU-10001706,0.4,9.6,-0.40000000000000036
52,53,47150,70,1,2022-01-31,Standard Class,Consumer,United States,New Albany,Indiana,Central,Furniture,Chairs,FUR-CH-10003061,4.5,85.5,15.5
53,54,10024,20,7,2023-07-30,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,OFF-FA-10000304,0.6,19.4,-0.6000000000000014
54,55,10024,850,5,2023-10-17,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,TEC-PH-10002447,41.2,988.8,138.79999999999995
55,56,12180,200,6,2023-07-06,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Storage,OFF-ST-10000604,10.5,199.5,-0.5
56,57,12180,30,5,2023-09-15,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Paper,OFF-PA-10001569,1.5,28.5,-1.5
57,58,12180,290,5,2022-08-09,First Class,Consumer,United States,Troy,New York,East,Furniture,Chairs,FUR-CH-10003968,6.4,313.6,23.600000000000023
58,59,12180,10,2,2022-04-05,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Paper,OFF-PA-10000587,0.4,9.6,-0.40000000000000036
59,60,12180,20,2,2023-06-24,First Class,Consumer,United States,Troy,New York,East,Technology,Accessories,TEC-AC-10002167,1.5,28.5,8.5
60,61,12180,40,4,2022-03-10,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Binders,OFF-BI-10001460,1.0,49.0,9.0
61,62,12180,0,1,2023-04-08,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Art,OFF-AR-10001868,0.0,0.0,0.0
62,63,90004,10,2,2023-10-16,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,TEC-AC-10004633,0.3,9.7,-0.3000000000000007
63,64,90004,20,6,2023-08-02,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,OFF-BI-10001078,0.6,29.4,9.399999999999999
64,65,90004,130,3,2022-11-05,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10003892,7.5,142.5,12.5
65,66,90004,70,4,2022-05-06,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10000397,1.6,78.4,8.400000000000006
66,67,60610,180,5,2022-03-26,Standard Class,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,FUR-CH-10001146,10.5,199.5,19.5
67,68,85234,940,8,2022-04-10,Standard Class,Corporate,United States,Gilbert,Arizona,West,Office Supplies,Art,OFF-AR-10002671,33.3,1076.7,136.70000000000005
68,69,85234,160,4,2022-08-12,Standard Class,Corporate,United States,Gilbert,Arizona,West,Technology,Phones,TEC-PH-10002726,5.1000000000000005,164.9,4.900000000000006
69,70,22153,70,2,2022-02-25,First Class,Consumer,United States,Springfield,Virginia,South,Office Supplies,Paper,OFF-PA-10000482,1.6,78.4,8.400000000000006
70,71,10009,0,1,2022-11-29,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10004654,0.0,0.0,0.0
71,72,49201,20,3,2022-12-18,Second Class,Consumer,United States,Jackson,Michigan,Central,Office Supplies,Paper,OFF-PA-10004675,0.6,19.4,-0.6000000000000014
72,73,38109,790,8,2023-03-07,Standard Class,Consumer,United States,Memphis,Tennessee,South,Furniture,Chairs,FUR-CH-10000513,16.6,813.4,23.399999999999977
73,74,38109,90,2,2023-07-12,Standard Class,Consumer,United States,Memphis,Tennessee,South,Furniture,Furnishings,FUR-FU-10003708,3.0,97.0,7.0
74,75,38109,60,1,2022-10-21,Standard Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Storage,OFF-ST-10004123,1.4000000000000001,68.6,8.599999999999994
75,76,77041,0,3,2023-04-17,First Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10004182,0.0,0.0,0.0
76,77,77041,10,3,2023-05-20,First Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,FUR-FU-10000260,0.4,9.6,-0.40000000000000036
77,78,77041,20,3,2023-05-13,First Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,OFF-ST-10000615,0.6,29.4,9.399999999999999
78,79,77070,20,5,2022-10-20,Second Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,FUR-FU-10003194,0.4,19.6,-0.3999999999999986
79,80,35601,190,1,2023-10-22,First Class,Corporate,United States,Decatur,Alabama,South,Office Supplies,Appliances,OFF-AP-10002118,6.3,203.7,13.699999999999989
80,81,35601,20,3,2022-07-20,First Class,Corporate,United States,Decatur,Alabama,South,Office Supplies,Binders,OFF-BI-10002309,0.4,19.6,-0.3999999999999986
81,82,94122,10,5,2022-11-16,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,OFF-AR-10002053,0.5,9.5,-0.5
82,83,94122,20,1,2022-11-10,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,OFF-ST-10002370,0.8,19.2,-0.8000000000000007
83,84,27707,180,7,2022-03-15,Standard Class,Corporate,United States,Durham,North Carolina,South,Office Supplies,Envelopes,OFF-EN-10000927,6.0,194.0,14.0
84,85,60623,210,3,2023-10-03,First Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,OFF-ST-10003656,4.6000000000000005,225.4,15.400000000000006
85,86,29203,260,2,2022-03-20,Second Class,Consumer,United States,Columbia,South Carolina,South,Furniture,Chairs,FUR-CH-10000863,15.0,285.0,25.0
86,87,55901,20,1,2023-12-04,Standard Class,Consumer,United States,Rochester,Minnesota,Central,Technology,Accessories,TEC-AC-10001998,1.0,19.0,-1.0
87,88,55901,10,2,2023-11-24,Standard Class,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Labels,OFF-LA-10000134,0.5,9.5,-0.5
88,89,77095,140,7,2023-12-30,Second Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Storage,OFF-ST-10003442,8.0,152.0,12.0
89,90,90036,20,3,2022-05-23,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,OFF-AR-10004930,0.4,19.6,-0.3999999999999986
90,91,90036,60,2,2023-04-06,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,TEC-PH-10004093,1.4000000000000001,68.6,8.599999999999994
91,92,90036,10,1,2022-03-23,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10000304,0.2,9.8,-0.1999999999999993
92,93,55407,10,2,2023-04-07,Second Class,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Paper,OFF-PA-10003177,0.2,9.8,-0.1999999999999993
93,94,55407,50,3,2022-05-13,Second Class,Consumer,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,FUR-FU-10003799,2.5,47.5,-2.5
94,95,55407,20,2,2022-04-23,Second Class,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,OFF-BI-10002852,0.9,29.1,9.100000000000001
95,96,97206,10,1,2023-12-17,Standard Class,Home Office,United States,Portland,Oregon,West,Office Supplies,Binders,OFF-BI-10004738,0.2,9.8,-0.1999999999999993
96,97,10009,80,7,2022-04-28,Second Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10000629,5.0,95.0,15.0
97,98,94122,40,3,2023-06-14,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,OFF-BI-10001721,2.0,48.0,8.0
98,99,55106,70,6,2023-02-05,Standard Class,Corporate,United States,Saint Paul,Minnesota,Central,Office Supplies,Appliances,OFF-AP-10000358,2.4,77.6,7.599999999999994
99,100,60610,60,7,2023-12-30,Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,OFF-PA-10003256,1.8,58.2,-1.7999999999999972
100,101,60610,80,3,2022-02-24,Standard Class,Home Office,United States,Chicago,Illinois,Central,Technology,Accessories,TEC-AC-10001767,5.0,95.0,15.0
101,102,60610,0,3,2022-07-25,Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,OFF-BI-10002609,0.0,0.0,0.0
102,103,55901,20,4,2022-01-14,Second Class,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Paper,OFF-PA-10004040,0.8,19.2,-0.8000000000000007
103,104,80013,220,6,2022-12-22,Standard Class,Consumer,United States,Aurora,Colorado,West,Technology,Accessories,TEC-AC-10001552,7.2,232.8,12.800000000000011
104,105,80013,90,3,2022-06-09,Standard Class,Consumer,United States,Aurora,Colorado,West,Furniture,Furnishings,FUR-FU-10004006,5.0,95.0,5.0
105,106,80013,30,3,2023-10-28,Standard Class,Consumer,United States,Aurora,Colorado,West,Office Supplies,Binders,OFF-BI-10002794,2.0,38.0,8.0
106,107,28205,60,8,2022-10-18,Standard Class,Consumer,United States,Charlotte,North Carolina,South,Technology,Accessories,TEC-AC-10003499,3.5,66.5,6.5
107,108,28205,30,1,2022-11-23,Standard Class,Consumer,United States,Charlotte,North Carolina,South,Technology,Phones,TEC-PH-10002844,0.9,29.1,-0.8999999999999986
108,109,28205,0,1,2023-10-12,Standard Class,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Art,OFF-AR-10000390,0.0,0.0,0.0
109,110,60462,290,5,2023-03-17,Standard Class,Home Office,United States,Orland Park,Illinois,Central,Technology,Accessories,TEC-AC-10000844,6.8,333.2,43.19999999999999
110,111,10035,30,2,2023-09-05,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10001934,0.8,39.2,9.200000000000003
111,112,50322,70,2,2022-01-28,Standard Class,Consumer,United States,Urbandale,Iowa,Central,Office Supplies,Art,OFF-AR-10000380,2.4,77.6,7.599999999999994
112,113,50322,30,6,2022-12-26,Standard Class,Consumer,United States,Urbandale,Iowa,Central,Office Supplies,Binders,OFF-BI-10003981,0.9,29.1,-0.8999999999999986
113,114,43229,40,14,2023-06-06,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Fasteners,OFF-FA-10000621,0.8,39.2,-0.7999999999999972
114,115,43229,0,2,2023-11-08,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Envelopes,OFF-EN-10002600,0.0,0.0,0.0
115,116,43229,20,3,2022-11-15,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Paper,OFF-PA-10004965,0.8,19.2,-0.8000000000000007
116,117,43229,120,6,2022-06-30,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Envelopes,OFF-EN-10002504,6.5,123.5,3.5
117,118,98103,720,3,2023-10-27,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Tables,FUR-TA-10001768,31.6,758.4,38.39999999999998
118,119,37620,140,1,2023-07-19,Standard Class,Corporate,United States,Bristol,Tennessee,South,Office Supplies,Binders,OFF-BI-10003650,8.0,152.0,12.0
119,120,19805,50,3,2023-03-30,First Class,Consumer,United States,Wilmington,Delaware,East,Furniture,Furnishings,FUR-FU-10002157,1.5,48.5,-1.5
120,121,19805,20,4,2022-03-03,First Class,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Binders,OFF-BI-10003910,0.6,29.4,9.399999999999999
121,122,19805,190,6,2022-10-20,First Class,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Storage,OFF-ST-10000777,4.6000000000000005,225.4,35.400000000000006
122,123,19805,110,9,2023-01-23,First Class,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Envelopes,OFF-EN-10002500,4.8,115.2,5.200000000000003
123,124,19805,60,7,2023-01-21,First Class,Consumer,United States,Wilmington,Delaware,East,Technology,Phones,TEC-PH-10003875,1.4000000000000001,68.6,8.599999999999994
124,125,77041,550,3,2023-07-18,Second Class,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,FUR-CH-10004063,18.0,582.0,32.0
125,126,61701,540,6,2023-07-15,Standard Class,Consumer,United States,Bloomington,Illinois,Central,Furniture,Tables,FUR-TA-10004534,24.8,595.2,55.200000000000045
126,127,85023,0,2,2022-07-14,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,OFF-BI-10003274,0.0,0.0,0.0
127,128,85023,200,7,2023-03-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Storage,OFF-ST-10002974,9.6,230.4,30.400000000000006
128,129,90004,70,2,2023-09-18,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10001146,1.6,78.4,8.400000000000006
129,130,90004,220,3,2022-01-03,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10003773,9.6,230.4,10.400000000000006
130,131,43229,50,5,2022-07-17,First Class,Corporate,United States,Columbus,Ohio,East,Technology,Phones,TEC-PH-10002293,1.8,58.2,8.200000000000003
131,132,43229,80,2,2022-03-30,First Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Paper,OFF-PA-10002377,3.2,76.8,-3.200000000000003
132,133,43229,20,9,2022-05-01,First Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Fasteners,OFF-FA-10002780,1.0,19.0,-1.0
133,134,95661,20,3,2023-04-29,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Paper,OFF-PA-10001804,0.8,19.2,-0.8000000000000007
134,135,95661,30,1,2022-10-28,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Paper,OFF-PA-10001736,2.0,38.0,8.0
135,136,95661,10,4,2022-03-05,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Art,OFF-AR-10001149,0.5,9.5,-0.5
136,137,95661,0,2,2022-03-28,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Fasteners,OFF-FA-10002988,0.0,0.0,0.0
137,138,95661,70,3,2023-10-16,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Binders,OFF-BI-10004781,1.6,78.4,8.400000000000006
138,139,95661,60,6,2022-05-15,Standard Class,Consumer,United States,Roseville,California,West,Office Supplies,Supplies,OFF-SU-10001218,3.5,66.5,6.5
139,140,95661,40,14,2023-06-06,Standard Class,Consumer,United States,Roseville,California,West,Furniture,Furnishings,FUR-FU-10001706,0.8,39.2,-0.7999999999999972
140,141,19140,60,2,2022-06-10,Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10004848,1.6,78.4,18.400000000000006
141,142,94122,10,3,2022-07-22,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Art,OFF-AR-10000940,0.3,9.7,-0.3000000000000007
142,143,94122,10,3,2023-12-27,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Envelopes,OFF-EN-10004030,0.2,9.8,-0.1999999999999993
143,144,94122,130,3,2023-11-29,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,OFF-PA-10004327,7.0,133.0,3.0
144,145,64055,780,3,2022-03-19,Standard Class,Consumer,United States,Independence,Missouri,Central,Office Supplies,Appliances,OFF-AP-10001058,16.8,823.2,43.200000000000045
145,146,91104,600,7,2023-06-04,Standard Class,Consumer,United States,Pasadena,California,West,Office Supplies,Storage,OFF-ST-10003656,20.1,649.9,49.89999999999998
146,147,43055,80,4,2023-05-31,Standard Class,Home Office,United States,Newark,Ohio,East,Furniture,Furnishings,FUR-FU-10000521,3.6,86.4,6.400000000000006
147,148,53132,350,11,2022-06-12,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Technology,Phones,TEC-PH-10000215,15.200000000000001,364.8,14.800000000000011
148,149,53132,140,3,2022-05-18,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Technology,Phones,TEC-PH-10001448,7.5,142.5,2.5
149,150,53132,1580,8,2022-01-23,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,FUR-CH-10000454,58.5,1891.5,311.5
150,151,53132,150,5,2023-08-21,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Office Supplies,Binders,OFF-BI-10002735,6.8,163.2,13.199999999999989
151,152,85254,140,5,2023-08-31,First Class,Home Office,United States,Scottsdale,Arizona,West,Office Supplies,Appliances,OFF-AP-10000326,8.0,152.0,12.0
152,153,85254,160,2,2022-10-25,First Class,Home Office,United States,Scottsdale,Arizona,West,Technology,Phones,TEC-PH-10001254,4.0,196.0,36.0
153,154,95123,50,7,2022-10-07,First Class,Corporate,United States,San Jose,California,West,Office Supplies,Paper,OFF-PA-10001950,2.4,57.6,7.600000000000001
154,155,95123,100,4,2023-03-25,First Class,Corporate,United States,San Jose,California,West,Office Supplies,Paper,OFF-PA-10002254,4.4,105.6,5.599999999999994
155,156,95123,60,6,2023-03-27,First Class,Corporate,United States,San Jose,California,West,Office Supplies,Storage,OFF-ST-10001590,3.2,76.8,16.799999999999997
156,157,98105,10,3,2022-05-03,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Art,OFF-AR-10001547,0.3,9.7,-0.3000000000000007
157,158,98115,380,2,2022-05-18,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,FUR-CH-10004063,9.200000000000001,450.8,70.80000000000001
158,159,73034,10,2,2022-04-25,Standard Class,Consumer,United States,Edmond,Oklahoma,Central,Office Supplies,Labels,OFF-LA-10002475,0.3,9.7,-0.3000000000000007
159,160,73034,870,7,2022-06-30,Standard Class,Consumer,United States,Edmond,Oklahoma,Central,Technology,Phones,TEC-PH-10004536,47.0,893.0,23.0
160,161,90045,10,1,2022-01-10,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10002751,0.4,9.6,-0.40000000000000036
161,162,19134,40,2,2023-11-27,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,TEC-AC-10003657,2.5,47.5,7.5
162,163,88220,30,5,2022-02-16,Standard Class,Consumer,United States,Carlsbad,New Mexico,West,Office Supplies,Envelopes,OFF-EN-10001990,1.2,28.8,-1.1999999999999993
163,164,98115,20,2,2022-08-14,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10004002,0.9,29.1,9.100000000000001
164,165,78207,10,3,2023-10-14,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,OFF-AR-10004441,0.5,9.5,-0.5
165,166,78207,6850,8,2022-10-16,Standard Class,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,TEC-MA-10000822,326.40000000000003,7833.6,983.6000000000004
166,167,78207,250,3,2022-11-20,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Storage,OFF-ST-10000991,11.200000000000001,268.8,18.80000000000001
167,168,78207,1620,9,2023-11-04,Standard Class,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,FUR-CH-10004287,69.60000000000001,1670.4,50.40000000000009
168,169,78207,30,6,2023-06-16,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,OFF-AR-10002656,1.2,28.8,-1.1999999999999993
169,170,78207,150,5,2022-10-20,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Appliances,OFF-AP-10002518,3.6,176.4,26.400000000000006
